;variable2;variable3;variable8;variable11;variable14;variable15;variable1_0;variable1_1;variable4_0;variable4_1;variable4_2;variable6_0;variable6_1;variable6_2;variable6_3;variable6_4;variable6_5;variable6_6;variable6_7;variable6_8;variable6_9;variable6_10;variable6_11;variable6_12;variable6_13;variable7_0;variable7_1;variable7_2;variable7_3;variable7_4;variable7_5;variable7_6;variable7_7;variable7_8;variable9_0;variable9_1;variable10_0;variable10_1;variable12_0;variable12_1;variable13_0;variable13_1;variable13_2;classLabel
3880;22.33228694952239;4.080119562300996e-05;1.9109289282193094;4.165127866944692;230.0184655966637;352.19880437699004;0.0;1.0;0.0;0.30581202217588466;0.6941879778241153;0.6941879778241153;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30581202217588466;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.30581202217588466;0.6941879778241153;0.30581202217588466;0.6941879778241153;0.30581202217588466;0.6941879778241153;1.0;0.0;0.0;0
3881;49.37500275922973;0.0004491156425118143;2.1048639661850213;0.0;0.0;277.0157832271173;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.5982312850236287;0.0;0.40176871497637134;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0
3882;22.638042906614984;7.551281287899763e-05;0.8817938030596673;0.6389749696801901;240.0;2.5558998787207603;0.6389749696801901;0.3610250303198099;0.0;0.6389749696801901;0.3610250303198099;0.6389749696801901;0.0;0.3610250303198099;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.3610250303198099;0.6389749696801901;0.0;1.0;0.6389749696801901;0.0;0.3610250303198099;0
3883;28.30918083139537;0.00014789949109700475;1.298324851616746;0.0;200.0;0.0;0.0;1.0;0.0;0.6806700593533016;0.3193299406466984;0.3193299406466984;0.6806700593533016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.6806700593533016;0.0;0.3193299406466984;0
3884;25.11848036104083;0.0003275419453555315;1.3067040051437415;0.9675977113464335;0.6480457730713312;21.8055862680786;0.032402288653566536;0.9675977113464335;0.0;0.9675977113464335;0.032402288653566536;0.0;0.0;0.9675977113464335;0.0;0.0;0.0;0.0;0.0;0.0;0.032402288653566536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.032402288653566536;0.0;0.0;0.0;0.9675977113464335;0.0;1.0;0.0;0.032402288653566536;0.9675977113464335;0.9675977113464335;0.032402288653566536;1.0;0.0;0.0;0
3885;25.572111548982278;0.00014763361816001345;1.365291122452672;0.0;160.24202694999337;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.9101940816351147;0.0;0.0;0.0;0.08980591836488527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08980591836488527;0.0;0.0;0.0;0.0;0.9101940816351147;0.0;1.0;0.0;1.0;0.0;0.08980591836488527;0.9101940816351147;1.0;0.0;0.0;0
3886;23.508172099290352;0.0011828623296283318;0.4359235806622338;0.0;0.0;0.4923195449937363;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.24615977249686816;0.0;0.0;0.0;0.7538402275031318;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0
3887;33.47902674766169;0.00022709732523383075;2.284682599909606;0.0;4.51602037642774;1.6774271159694472;0.8387135579847236;0.16128644201527642;0.0;0.16128644201527642;0.8387135579847236;0.0;0.0;0.8387135579847236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16128644201527642;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.16128644201527642;0.8387135579847236;0.8387135579847236;0.0;0.16128644201527642;0
3888;25.37433549065304;0.0001615859414399724;1.1853725779693582;0.7335817186462388;402.93060109489136;6.602235467816149;0.0;1.0;0.0;0.7335817186462388;0.2664182813537612;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.2664182813537612;0.7335817186462388;0.0;1.0;1.0;0.0;0.0;0
3889;24.021577075994003;9.007963246838215e-05;0.6249890986384535;1.23998754130109;200.0;8.360137045688013;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.7600124586989102;0.2399875413010898;0.0;1.0;0.2399875413010898;0.7600124586989102;1.0;0.0;0.0;0
3890;22.758511223226215;1.5431251882768937e-05;0.12329590992064061;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.09227930101359183;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9077206989864082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.9077206989864082;0.09227930101359183;0.0;0.0;1.0;0
3891;40.73175210727;0.0015287938065904334;4.0;0.161608257879422;78.38391742120578;0.9696495472765321;0.0;1.0;0.0;0.161608257879422;0.838391742120578;0.0;0.0;0.838391742120578;0.0;0.0;0.0;0.161608257879422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.161608257879422;0.0;0.0;0.0;0.0;0.838391742120578;0.0;0.161608257879422;0.838391742120578;0.838391742120578;0.161608257879422;1.0;0.0;1.0;0.0;0.0;0
3892;32.5502653865418;0.0008801293809095579;1.002340171796357;0.0;120.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.502340171796357;0.49765982820364296;1.0;0.0;1.0;0.0;0.49765982820364296;0.502340171796357;0.0;0
3893;19.31734491257251;0.0009086364619058498;0.7669198672919895;0.0;140.0;0.2723205308320422;0.0;1.0;0.0;0.1361602654160211;0.8638397345839789;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1361602654160211;0.0;0.8638397345839789;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8638397345839789;0.0;0.0;0.0;0.1361602654160211;0.0;0.1361602654160211;0.8638397345839789;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0
3894;25.458923207431997;0.0009172443938782641;3.38433384811148;1.4020139622850918;185.9798603771491;163.43222339656148;0.0;1.0;0.0;0.7010069811425459;0.2989930188574541;0.0;0.0;0.7010069811425459;0.2989930188574541;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.2989930188574541;0.7010069811425459;0.0;1.0;1.0;0.0;0.0;0
3895;33.95616014486391;0.0002984098316614812;0.32169296657193963;0.9509708449496552;226.29417493030206;0.4754854224748276;0.0;1.0;0.0;1.0;0.0;0.4754854224748276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5245145775251724;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.5245145775251724;0.4754854224748276;0.4754854224748276;0.5245145775251724;1.0;0.0;0.0;0
3896;22.260462631803126;0.0009594615033964266;0.2933484983223339;0.0;0.0;0.0;0.2931361486208821;0.7068638513791179;0.0;0.7068638513791179;0.2931361486208821;0.0;0.0;0.0;0.0;0.0;0.0;0.2931361486208821;0.7068638513791179;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2931361486208821;0.0;0.0;0.0;0.0;0.7068638513791179;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0
3897;32.78684272921416;0.0002941986383174396;4.317199524695631;0.0;296.1681468372491;0.0;0.521018354656134;0.478981645343866;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.478981645343866;0.0;0.0;0.0;0.521018354656134;0.0;0.478981645343866;0.521018354656134;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0
3898;49.53540565645284;0.0006753858602185751;0.6698563450815085;0.0;276.53526615787695;2685.90125946946;0.6391872623841623;0.36081273761583765;0.0;1.0;0.0;0.36081273761583765;0.0;0.0;0.0;0.0;0.0;0.0;0.6391872623841623;0.0;0.0;0.0;0.0;0.0;0.0;0.6391872623841623;0.0;0.0;0.0;0.0;0.0;0.0;0.36081273761583765;0.0;0.36081273761583765;0.6391872623841623;1.0;0.0;0.36081273761583765;0.6391872623841623;1.0;0.0;0.0;0
3899;30.94360229124703;0.0003783677857879347;0.4267042566557268;0.0;80.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0778591630079295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9221408369920705;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.9221408369920705;0.0778591630079295;1.0;0.0;0.0778591630079295;0.9221408369920705;0.0778591630079295;0.0;0.9221408369920705;0
3900;39.84430045041708;0.00011353885984368075;11.88018130190646;0.8549222765022879;341.5544039081647;103.73056976063042;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14507772349771209;0.8549222765022879;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.14507772349771209;0.8549222765022879;0.0;1.0;1.0;0.0;0.0;0
3901;39.57124311208395;0.0004997872476210872;0.0;2.0008510095156513;17.01191413321912;1.0;0.0;1.0;0.0;0.9995744952421743;0.00042550475782565655;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0
3902;33.022909874204835;0.00019341635415316138;2.0260965271475313;0.8422305559156964;200.0;125.83984999351746;0.4211152779578482;0.5788847220421518;0.0;0.4211152779578482;0.5788847220421518;0.0;0.0;0.0;0.5788847220421518;0.0;0.0;0.4211152779578482;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4211152779578482;0.0;0.0;0.0;0.0;0.5788847220421518;0.0;1.0;0.0;0.5788847220421518;0.4211152779578482;0.0;1.0;1.0;0.0;0.0;0
3903;20.25185352483391;0.00016370479114204137;0.45802441252768167;0.0;143.3283906004429;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.16790234988927322;0.0;0.8320976501107268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.8320976501107268;0.16790234988927322;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0
3904;29.54305666828283;0.00047902248590470526;1.1950102208657751;0.0;269.3604906015572;0.0;1.0;0.0;0.0;0.7800408834631005;0.21995911653689948;0.0;0.0;0.0;0.0;0.7800408834631005;0.21995911653689948;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21995911653689948;0.0;0.0;0.0;0.0;0.0;0.7800408834631005;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0
3905;24.36079110384408;0.00012644602416651683;1.7219765206886977;0.0;183.34503503589005;0.0;0.0;1.0;0.0;0.5818706205137426;0.4181293794862574;0.0;0.4181293794862574;0.5818706205137426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5818706205137426;0.0;0.0;0.0;0.4181293794862574;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0
3906;32.3613663067485;0.0003549857111498844;0.4501428885011559;0.7331428153317922;29.325712613271687;166.27543049473755;0.7331428153317922;0.26685718466820785;0.0;1.0;0.0;0.0;0.0;0.7331428153317922;0.0;0.0;0.0;0.0;0.26685718466820785;0.0;0.0;0.0;0.0;0.0;0.0;0.26685718466820785;0.0;0.0;0.0;0.0;0.0;0.0;0.7331428153317922;0.0;0.7331428153317922;0.26685718466820785;0.26685718466820785;0.7331428153317922;0.26685718466820785;0.7331428153317922;1.0;0.0;0.0;0
3907;34.5219421426091;0.0006089103379805587;0.7413449302916186;0.0;445.00882792095047;9.131036004320272;0.0;1.0;0.0;1.0;0.0;0.0;0.8173792799135945;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1826207200864055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.1826207200864055;0.8173792799135945;1.0;0.0;0.1826207200864055;0.8173792799135945;1.0;0.0;0.0;0
3908;35.72447358548653;0.0002751539313968223;1.8773089709523343;0.0;300.0;0.0;0.6257696569841115;0.37423034301588853;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.6257696569841115;0.0;0.0;0.37423034301588853;0.0;0.0;0.0;0.0;0.0;0.0;0.37423034301588853;0.0;0.0;0.0;0.0;0.0;0.0;0.6257696569841115;0.0;0.37423034301588853;0.6257696569841115;1.0;0.0;0.37423034301588853;0.6257696569841115;0.6257696569841115;0.0;0.37423034301588853;0
3909;30.81526826578636;0.00010674619763540772;0.0;0.9016444040240637;96.39342238390374;17.13124367645721;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9016444040240637;0.0;0.0;0.09835559597593635;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.09835559597593635;0.9016444040240637;1.0;0.0;1.0;0.0;0.0;0
3910;29.530414440063332;6.777266277745468e-05;0.2873438873425849;0.9908409908364999;338.37606188026564;2824.9541449649096;0.009159009163500098;0.9908409908364999;0.0;1.0;0.0;0.9908409908364999;0.0;0.0;0.0;0.0;0.0;0.009159009163500098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009159009163500098;0.0;0.0;0.0;0.0;0.9908409908364999;0.0;1.0;0.0;0.009159009163500098;0.9908409908364999;1.0;0.0;1.0;0.0;0.0;0
3911;27.58753221230645;0.0001817915195910167;0.4456659827192425;0.2587334156226546;562.3799753132037;3690.2961014996827;0.0;1.0;0.0;1.0;0.0;0.2587334156226546;0.0;0.0;0.0;0.0;0.0;0.0;0.7412665843773454;0.0;0.0;0.0;0.0;0.0;0.0;0.7412665843773454;0.0;0.0;0.0;0.0;0.0;0.0;0.2587334156226546;0.0;1.0;0.0;0.7412665843773454;0.2587334156226546;0.2587334156226546;0.7412665843773454;1.0;0.0;0.0;0
3912;23.493867076592387;0.00023681565316055388;1.0;0.19325121898578634;120.0;1.0;0.19325121898578634;0.8067487810142137;0.0;1.0;0.0;0.19325121898578634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8067487810142137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.8067487810142137;0.19325121898578634;0.19325121898578634;0.8067487810142137;1.0;0.0;0.0;0
3913;26.992153184879115;0.00019816391820756305;0.04001788148538821;0.0;339.26234319842604;1.442594080944387;0.9631171599213011;0.03688284007869891;0.0;1.0;0.0;0.0;0.0;0.03688284007869891;0.0;0.0;0.0;0.9631171599213011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9631171599213011;0.03688284007869891;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0
3914;23.235722462649363;7.036361923466522e-05;0.08158745301202525;0.0;180.0;0.04014761162323244;0.0;1.0;0.0;0.9598523883767676;0.04014761162323244;0.0;0.0;0.9598523883767676;0.0;0.0;0.0;0.04014761162323244;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04014761162323244;0.9598523883767676;0.0;0.0;0.0;0.0;0.0;0.04014761162323244;0.9598523883767676;1.0;0.0;0.9598523883767676;0.04014761162323244;1.0;0.0;0.0;0
3915;44.23928076661628;0.0003128758658421508;2.383660095827035;0.0;140.46535961669187;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.5346403833081406;0.0;0.0;0.0;0.0;0.46535961669185943;0.0;0.0;0.0;0.0;0.0;0.0;0.46535961669185943;0.0;0.0;0.0;0.0;0.0;0.0;0.5346403833081406;0.0;0.46535961669185943;0.5346403833081406;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0
3916;22.835950091824216;0.0001638574669976905;0.09970230312202347;0.0;125.95239926540624;90.86905952251406;0.7023800367296879;0.29761996327031215;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7023800367296879;0.29761996327031215;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7023800367296879;0.29761996327031215;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0
3917;31.48769214436545;0.001432051566635959;0.6025638550991661;0.0;120.0;0.0;0.0;1.0;0.0;0.8974361449008339;0.1025638550991661;0.0;0.0;0.8974361449008339;0.1025638550991661;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.1025638550991661;0.8974361449008339;1.0;0.0;0.8974361449008339;0.1025638550991661;1.0;0.0;0.0;0
3918;28.65968734649522;0.0002116110993743911;2.936316733565971;0.622036997914637;417.51185200834146;13.062776956207376;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.622036997914637;0.0;0.0;0.0;0.0;0.37796300208536304;0.0;0.0;0.0;0.0;0.0;0.0;0.37796300208536304;0.0;0.0;0.622036997914637;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.37796300208536304;0.622036997914637;0.0;1.0;0.622036997914637;0.0;0.37796300208536304;0
3919;27.929157881554755;8.329518488790565e-05;0.04555447690141256;0.0;258.22256739154795;1003.8222567391548;0.04443581521130047;0.9555641847886995;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0
3920;22.733265049711374;0.0006580773766972834;0.21911829553623427;0.0;160.0;0.0;1.0;0.0;0.0;1.0;0.0;0.07622295145948488;0.0;0.9237770485405151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.9237770485405151;0.07622295145948488;1.0;0.0;0.0;0
3921;30.556695179872893;0.0003345424358896594;0.7113560897241484;0.0;353.07254615337956;2.536273076689782;0.422712179448297;0.577287820551703;0.0;1.0;0.0;0.422712179448297;0.0;0.0;0.577287820551703;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.577287820551703;0.0;0.0;0.0;0.0;0.0;0.0;0.422712179448297;0.0;1.0;0.0;1.0;0.0;0.577287820551703;0.422712179448297;1.0;0.0;0.0;0
3922;34.49174823641978;0.00030321200710502324;0.33710388241159994;0.8475080943193163;7.203818801714188;0.42375404715965814;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5762459528403419;0.0;0.42375404715965814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42375404715965814;0.0;0.0;0.0;0.0;0.5762459528403419;0.0;1.0;0.0;0.5762459528403419;0.42375404715965814;0.42375404715965814;0.5762459528403419;0.42375404715965814;0.0;0.5762459528403419;0
3923;24.869267678697387;0.0009994288040740846;0.39807478719823863;0.0;161.97979229900048;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.2653831914654924;0.0;0.0;0.0;0.7346168085345076;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7346168085345076;0.0;0.0;0.0;0.0;0.2653831914654924;0.0;1.0;0.0;1.0;0.0;0.7346168085345076;0.2653831914654924;1.0;0.0;0.0;0
3924;25.538284482004126;0.00016023152304635034;0.25737266672501424;1.0;275.65165977172455;95.21919079896415;0.5435425285344336;0.45645747146556637;0.0;0.5435425285344336;0.45645747146556637;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.45645747146556637;0.5435425285344336;0.0;0.0;0.0;0.0;0.0;0.0;0.5435425285344336;0.0;0.0;0.0;0.45645747146556637;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0
3925;21.48256434331311;0.00010388015502907343;1.438094077389584;0.0;106.5216496093035;5.70644340814056;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.18479379883706282;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8152062011629372;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0
3926;28.72360439905351;0.0005789285153804484;1.046325608732218;0.0;0.0;245.12664572169797;0.0;1.0;0.0;0.32994501183111424;0.6700549881688858;0.0;0.0;0.6700549881688858;0.0;0.32994501183111424;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.32994501183111424;0.6700549881688858;1.0;0.0;0.32994501183111424;0.6700549881688858;1.0;0.0;0.0;0
3927;26.905593877312796;0.00011416975800256199;0.4987349656618335;1.0308650913749067;159.69134908625094;189.65227261087404;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34362169712496893;0.0;0.0;0.0;0.6563783028750311;0.0;0.6563783028750311;0.34362169712496893;0.6563783028750311;0.34362169712496893;0.6563783028750311;0.34362169712496893;1.0;0.0;0.0;0
3928;24.95942832631457;0.0005106655282439927;0.11840017076340109;1.4351535850109223;269.163822650983;1246.3395905760376;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.28242320749453886;0.7175767925054611;0.7175767925054611;0.28242320749453886;1.0;0.0;0.0;0
3929;24.01361401906101;0.000125;0.6676970344294022;1.9711956864427669;115.3086964746264;256.2961941100755;0.5144021567786166;0.48559784322138344;0.0;0.5144021567786166;0.48559784322138344;0.0;0.0;0.48559784322138344;0.0;0.0;0.0;0.5144021567786166;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5144021567786166;0.48559784322138344;0.0;0.0;0.0;0.0;0.0;0.5144021567786166;0.48559784322138344;0.0;1.0;0.5144021567786166;0.48559784322138344;1.0;0.0;0.0;0
3930;21.03548623065517;0.00038997751722499635;1.852568674722752;2.756342512896555;149.7462994841378;200.98467297717255;0.0;1.0;0.0;0.24365748710344493;0.7563425128965551;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7563425128965551;0.0;0.0;0.0;0.24365748710344493;0.0;0.24365748710344493;0.7563425128965551;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0
3931;22.762527519578867;0.00010228441169597244;0.059368120105283306;0.5250550391577335;200.0;61.07406433431853;0.5250550391577335;0.47494496084226645;0.0;0.5250550391577335;0.47494496084226645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5250550391577335;0.47494496084226645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5250550391577335;0.0;0.0;0.47494496084226645;0.0;1.0;0.0;0.47494496084226645;0.5250550391577335;1.0;0.0;1.0;0.0;0.0;0
3932;21.94436741982312;0.0001981389785503713;0.05784744637592823;0.0;160.0;4.627795710074258;0.5372204289925742;0.46277957100742584;0.0;0.46277957100742584;0.5372204289925742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46277957100742584;0.5372204289925742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5372204289925742;0.0;0.0;0.46277957100742584;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0
3933;18.860905847761828;0.00030860018286837265;0.44846295666766933;1.0;0.0;10.991765928483012;0.0;1.0;0.0;1.0;0.0;0.6880146294698117;0.0;0.31198537053018827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0
3934;30.54649763446847;0.0010450605253580956;0.38833640551630677;1.4822181259782576;160.0;0.7411090629891288;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.2588909370108712;0.0;0.0;0.0;0.7411090629891288;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7411090629891288;0.0;0.0;0.0;0.0;0.2588909370108712;0.0;1.0;0.0;0.2588909370108712;0.7411090629891288;0.7411090629891288;0.2588909370108712;1.0;0.0;0.0;0
3935;49.57853749621062;0.00018506760420749336;1.2706116360409985;0.0;120.0;1.6284612711205524;0.0;1.0;0.0;0.1571153177801381;0.8428846822198619;0.0;0.0;0.0;0.0;0.0;0.1571153177801381;0.8428846822198619;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8428846822198619;0.0;0.0;0.0;0.0;0.1571153177801381;0.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0
3936;52.958746119661924;0.0005003142534433412;1.8683426850311533;0.4670856712577883;73.19748597245326;2.8025140275467297;0.5329143287422117;0.4670856712577883;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.5329143287422117;0.4670856712577883;1.0;0.0;1.0;0.0;0.0;0
3937;19.95051021148671;0.000370383973641921;0.9167455774414177;0.0;351.3276643168143;1000.3468934273275;0.0;1.0;0.0;0.0867233568318565;0.9132766431681435;0.0;0.0867233568318565;0.0;0.0;0.0;0.0;0.0;0.9132766431681435;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0867233568318565;0.9132766431681435;1.0;0.0;0.0;0
3938;28.173133645130317;3.468811488655394e-05;0.939703955105383;1.0;276.74009573879493;108.23700478693975;0.940748803265063;0.05925119673493695;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.940748803265063;0.0;0.0;0.0;0.05925119673493695;0.0;1.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0
